datetime,coordinates,model,model elevation,utc_offset,temperature,dewpoint_temperature,relative_humidity,surface_pressure,direct_normal_solar_radiation,surface_diffuse_solar_radiation,surface_solar_radiation,surface_thermal_radiation,surface_direct_solar_radiation,wind_speed,wind_direction,total_cloud_cover,total_precipitation,snowfall
2025-03-01 00:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,2.02,-3.72,0.66,100701.45,327.92,35.39,75.52,254.16,40.14,1.29,31.6,0.35,0.0,0.0
2025-03-01 01:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,4.19,-2.17,0.63,100708.97,511.3,84.22,240.12,260.78,155.91,1.38,43.08,0.98,0.0,0.0
2025-03-01 02:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,9.43,-0.06,0.52,100685.08,484.22,157.83,381.02,273.92,223.19,1.5,52.37,1.0,0.0,0.0
2025-03-01 03:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,10.02,0.36,0.51,100749.45,642.68,160.08,532.67,278.99,372.59,1.21,29.32,1.0,0.0,0.0
2025-03-01 04:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,10.52,0.57,0.5,100767.42,656.07,180.13,608.76,286.51,428.63,1.36,39.82,1.0,0.0,0.0
2025-03-01 05:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,14.17,2.86,0.46,100691.48,476.98,233.98,556.73,301.46,322.75,1.85,63.19,0.98,0.0,0.0
2025-03-01 06:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,14.28,3.2,0.47,100596.53,330.0,283.95,497.84,309.69,213.89,2.0,86.67,0.92,0.0,0.0
2025-03-01 07:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,14.79,3.58,0.47,100568.43,514.94,194.69,488.07,304.07,293.38,2.02,112.43,0.95,0.0,0.0
2025-03-01 08:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,14.62,3.63,0.48,100538.03,532.44,134.39,372.29,301.71,237.9,2.27,125.31,0.03,0.0,0.0
2025-03-01 09:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,14.94,6.64,0.58,100559.96,541.69,72.56,228.42,290.31,155.86,1.56,111.13,0.09,0.0,0.0
2025-03-01 10:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,10.65,4.4,0.65,100635.6,304.53,29.82,61.3,285.07,31.48,1.82,49.77,0.99,0.0,0.0
2025-03-01 11:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,9.34,4.5,0.72,100727.01,0.0,0.1,0.06,283.66,0.0,2.37,70.01,1.0,0.0,0.0
2025-03-01 12:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,10.18,5.17,0.71,100898.67,0.0,0.0,0.0,291.42,0.0,3.4,96.39,1.0,0.0,0.0
2025-03-01 13:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,10.38,6.17,0.75,101064.21,0.0,0.0,0.0,293.37,0.0,4.16,110.43,1.0,0.0,0.0
2025-03-01 14:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,8.94,6.55,0.85,101244.85,0.0,0.0,0.0,316.88,0.0,4.26,114.53,1.0,0.0,0.0
2025-03-01 15:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,6.77,4.71,0.87,101366.03,0.0,0.0,0.0,339.51,0.0,3.44,118.74,1.0,0.07,0.0
2025-03-01 16:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,6.71,4.97,0.89,101472.51,0.0,0.0,0.0,342.17,0.0,2.37,107.68,1.0,0.3,0.0
2025-03-01 17:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,6.43,4.48,0.87,101507.91,0.0,0.0,0.0,336.41,0.0,2.03,83.46,1.0,0.22,0.0
2025-03-01 18:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,6.73,3.9,0.82,101557.98,0.0,0.0,0.0,335.52,0.0,1.53,49.71,1.0,0.23,0.0
2025-03-01 19:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,6.67,3.0,0.77,101557.55,0.0,0.0,0.0,329.51,0.0,1.46,28.43,1.0,0.27,0.0
2025-03-01 20:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,5.53,1.6,0.76,101551.15,0.0,0.0,0.0,326.16,0.0,1.53,24.38,1.0,0.28,0.0
2025-03-01 21:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,5.38,2.13,0.8,101622.42,0.0,0.0,0.0,323.0,0.0,1.53,25.27,1.0,0.4,0.01
2025-03-01 22:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,4.65,1.98,0.83,101605.01,0.0,0.0,0.0,318.47,0.0,1.71,42.69,1.0,0.56,0.03
2025-03-01 23:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,4.49,1.91,0.83,101747.54,0.0,0.2,0.16,313.74,0.0,1.83,69.0,1.0,0.69,0.07
2025-03-02 00:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,3.87,1.32,0.83,101922.61,0.0,11.92,11.88,313.97,0.0,1.96,69.01,1.0,0.67,0.1
