datetime,coordinates,model,model elevation,utc_offset,temperature,dewpoint_temperature,relative_humidity,surface_pressure,direct_normal_solar_radiation,surface_diffuse_solar_radiation,surface_solar_radiation,surface_thermal_radiation,surface_direct_solar_radiation,wind_speed,wind_direction,total_cloud_cover,total_precipitation,snowfall
2024-05-01 00:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,15.88,5.78,0.51,100708.57,512.51,113.64,326.99,274.15,213.35,0.76,287.9,0.68,0.0,0.0
2024-05-01 01:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,16.63,5.4,0.47,100682.08,647.52,140.0,521.04,282.56,381.04,0.46,271.94,0.89,0.0,0.0
2024-05-01 02:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,23.82,4.61,0.29,100666.13,686.21,172.52,674.79,295.6,502.27,0.75,234.97,0.96,0.0,0.0
2024-05-01 03:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,24.33,4.52,0.28,100626.19,726.26,195.75,803.61,303.96,607.85,1.94,220.74,0.93,0.0,0.0
2024-05-01 04:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,24.69,4.11,0.26,100543.56,710.81,223.3,860.47,314.34,637.17,2.91,221.89,0.91,0.0,0.0
2024-05-01 05:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,27.17,1.08,0.18,100471.43,644.57,257.72,841.81,319.45,584.09,3.29,219.43,0.85,0.0,0.0
2024-05-01 06:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,27.05,1.01,0.18,100407.45,558.12,229.9,713.06,323.89,483.15,3.61,216.08,0.82,0.0,0.0
2024-05-01 07:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,27.14,1.14,0.18,100349.34,624.11,219.67,705.02,321.78,485.35,3.85,213.09,0.85,0.0,0.0
2024-05-01 08:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,26.57,0.75,0.19,100318.44,616.68,170.88,570.58,319.05,399.7,4.21,210.12,0.82,0.0,0.0
2024-05-01 09:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,26.25,1.47,0.2,100304.05,488.51,126.75,364.16,318.17,237.4,4.24,203.96,0.82,0.0,0.0
2024-05-01 10:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,21.97,2.93,0.29,100331.32,332.89,95.96,196.57,315.09,100.61,4.17,207.02,0.42,0.0,0.0
2024-05-01 11:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,21.82,3.4,0.3,100423.48,143.27,37.48,53.15,308.66,15.67,3.77,209.37,0.01,0.0,0.0
2024-05-01 12:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,20.53,3.32,0.32,100459.14,0.0,0.23,0.18,302.05,0.0,3.69,212.21,0.01,0.0,0.0
2024-05-01 13:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,20.01,3.55,0.34,100521.32,0.0,0.0,0.0,298.64,0.0,3.63,214.81,0.0,0.0,0.0
2024-05-01 14:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,18.36,4.07,0.39,100582.9,0.0,0.0,0.0,296.52,0.0,3.73,219.7,0.0,0.0,0.0
2024-05-01 15:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,15.15,3.46,0.45,100613.04,0.0,0.0,0.0,294.56,0.0,3.64,222.12,0.0,0.0,0.0
2024-05-01 16:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,15.0,3.9,0.47,100641.23,0.0,0.0,0.0,292.63,0.0,3.04,223.46,0.0,0.0,0.0
2024-05-01 17:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,14.09,4.48,0.52,100638.12,0.0,0.0,0.0,290.61,0.0,2.32,223.22,0.0,0.0,0.0
2024-05-01 18:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,13.11,5.12,0.58,100629.72,0.0,0.0,0.0,288.23,0.0,1.53,221.41,0.0,0.0,0.0
2024-05-01 19:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,12.79,5.16,0.6,100651.29,0.0,0.0,0.0,287.27,0.0,1.01,230.56,0.0,0.0,0.0
2024-05-01 20:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,10.56,5.25,0.7,100690.91,0.0,0.0,0.0,284.76,0.0,1.07,236.33,0.0,0.0,0.0
2024-05-01 21:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,10.08,5.18,0.72,100726.66,0.0,0.0,0.0,282.61,0.0,0.99,240.69,0.0,0.0,0.0
2024-05-01 22:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,14.18,6.39,0.59,100858.42,0.0,15.98,19.74,281.12,3.76,0.64,248.53,0.0,0.0,0.0
2024-05-01 23:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,16.85,7.03,0.52,100920.14,300.28,72.81,142.08,283.03,69.27,0.67,219.14,0.0,0.0,0.0
2024-05-02 00:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,17.21,5.97,0.48,100960.95,503.15,114.03,325.11,288.0,211.08,0.92,191.41,0.0,0.0,0.0
2024-05-02 01:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,17.03,6.0,0.48,100992.08,629.92,142.43,514.97,295.82,372.53,1.35,192.12,0.0,0.0,0.0
2024-05-02 02:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,23.44,6.85,0.34,100987.82,706.17,162.76,681.51,303.55,518.76,1.97,190.88,0.0,0.0,0.0
2024-05-02 03:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,24.01,7.27,0.34,101006.52,750.79,176.28,806.49,311.35,630.21,2.98,194.7,0.0,0.0,0.0
2024-05-02 04:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,24.67,7.52,0.33,100959.22,772.45,183.51,877.66,318.08,694.15,3.68,199.24,0.0,0.0,0.0
2024-05-02 05:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,27.67,6.64,0.26,100884.71,775.83,184.35,889.05,323.24,704.7,4.0,200.54,0.0,0.0,0.0
2024-05-02 06:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,28.05,6.12,0.25,100841.33,760.69,179.22,839.33,326.67,660.11,4.39,200.01,0.0,0.0,0.0
2024-05-02 07:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,28.21,5.93,0.24,100799.26,723.82,167.8,732.24,328.75,564.44,4.64,200.65,0.0,0.0,0.0
2024-05-02 08:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,27.91,5.65,0.24,100797.36,660.81,150.35,580.14,328.0,429.79,4.6,202.54,0.0,0.0,0.0
2024-05-02 09:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,27.8,5.35,0.24,100795.69,557.55,125.58,397.9,325.23,272.32,4.09,205.94,0.0,0.0,0.0
2024-05-02 10:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,23.25,6.7,0.34,100783.47,390.11,90.51,209.45,320.28,118.94,2.49,203.85,0.06,0.0,0.0
2024-05-02 11:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,22.32,7.2,0.38,100886.61,164.69,37.44,55.95,312.18,18.5,2.76,200.15,0.51,0.0,0.0
2024-05-02 12:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,21.27,7.15,0.4,100893.74,0.0,0.31,0.26,304.94,0.0,2.73,202.04,0.5,0.0,0.0
2024-05-02 13:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,20.42,6.63,0.41,100937.86,0.0,0.0,0.0,301.17,0.0,2.64,209.19,0.96,0.0,0.0
2024-05-02 14:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,18.66,6.63,0.45,100970.31,0.0,0.0,0.0,299.89,0.0,2.63,217.52,0.87,0.0,0.0
2024-05-02 15:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,15.8,6.37,0.53,100999.32,0.0,0.0,0.0,299.21,0.0,2.63,219.14,0.83,0.0,0.0
2024-05-02 16:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,15.45,6.09,0.54,100993.77,0.0,0.0,0.0,296.09,0.0,2.55,215.88,0.61,0.0,0.0
2024-05-02 17:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,14.18,6.22,0.59,100989.21,0.0,0.0,0.0,292.17,0.0,2.48,219.06,0.63,0.0,0.0
2024-05-02 18:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,14.12,6.72,0.61,100997.05,0.0,0.0,0.0,288.67,0.0,2.03,221.54,0.58,0.0,0.0
2024-05-02 19:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,13.83,6.74,0.62,101004.85,0.0,0.0,0.0,289.9,0.0,1.36,224.87,0.6,0.0,0.0
2024-05-02 20:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,11.13,6.65,0.74,101028.52,0.0,0.0,0.0,288.48,0.0,1.03,232.62,0.59,0.0,0.0
2024-05-02 21:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,10.54,6.64,0.77,101050.17,0.0,0.0,0.0,287.0,0.0,0.86,245.14,0.57,0.0,0.0
