datetime,coordinates,model,model elevation,utc_offset,temperature,dewpoint_temperature,relative_humidity,surface_pressure,direct_normal_solar_radiation,surface_diffuse_solar_radiation,surface_solar_radiation,surface_thermal_radiation,surface_direct_solar_radiation,wind_speed,wind_direction,total_cloud_cover,total_precipitation,snowfall
2024-03-01 00:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,-5.42,-17.39,0.38,102742.63,381.34,37.86,84.99,181.26,47.14,1.83,199.21,0.0,0.0,0.0
2024-03-01 01:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,-4.8,-17.93,0.35,102712.62,630.91,78.47,271.62,183.51,193.16,2.44,201.31,0.0,0.0,0.0
2024-03-01 02:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,0.7,-17.18,0.25,102654.09,771.2,100.47,456.88,187.1,356.41,3.16,208.02,0.0,0.0,0.0
2024-03-01 03:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,0.77,-17.34,0.24,102510.09,844.4,113.89,604.48,191.35,490.58,3.39,216.73,0.0,0.0,0.0
2024-03-01 04:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,0.88,-17.39,0.24,102380.19,879.48,121.37,697.03,196.18,575.66,3.44,225.93,0.0,0.0,0.0
2024-03-01 05:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,4.74,-16.08,0.2,102145.52,888.36,123.48,725.64,201.08,602.16,3.51,229.24,0.0,0.0,0.0
2024-03-01 06:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,5.04,-15.69,0.21,101985.52,874.3,120.3,687.96,205.46,567.66,3.23,236.45,0.0,0.0,0.0
2024-03-01 07:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,5.2,-15.49,0.21,101836.5,830.65,112.68,586.83,210.19,474.14,3.02,243.12,0.21,0.0,0.0
2024-03-01 08:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,5.67,-14.0,0.23,101683.47,676.72,117.55,420.6,220.05,303.05,3.36,218.87,0.16,0.0,0.0
2024-03-01 09:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,4.79,-11.98,0.29,101568.42,492.61,90.76,232.96,224.11,142.2,4.03,183.75,0.01,0.0,0.0
