datetime,coordinates,model,model elevation,utc_offset,temperature,dewpoint_temperature,relative_humidity,surface_pressure,direct_normal_solar_radiation,surface_diffuse_solar_radiation,surface_solar_radiation,surface_thermal_radiation,surface_direct_solar_radiation,wind_speed,wind_direction,total_cloud_cover,total_precipitation,snowfall
2025-06-01 00:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,22.26,15.13,0.64,100387.59,97.85,147.31,194.03,378.53,46.72,2.85,63.35,1.0,0.0,0.0
2025-06-01 01:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,22.37,15.14,0.64,100323.68,123.8,201.35,280.95,382.33,79.6,3.16,80.81,1.0,0.0,0.0
2025-06-01 02:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,23.9,14.54,0.56,100364.92,112.6,258.81,346.76,385.21,87.95,2.78,93.86,1.0,0.0,0.0
2025-06-01 03:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,24.04,14.68,0.56,100360.55,93.12,288.15,370.31,388.67,82.16,2.82,98.53,1.0,0.0,0.0
2025-06-01 04:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,24.26,14.85,0.56,100329.97,113.85,298.38,405.4,391.25,107.01,2.6,108.31,1.0,0.0,0.0
2025-06-01 05:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,25.61,14.37,0.5,100261.63,177.09,355.46,523.67,391.49,168.21,2.46,116.13,1.0,0.0,0.0
2025-06-01 06:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,26.06,14.48,0.49,100209.82,115.16,354.7,459.68,396.47,104.98,2.14,128.21,1.0,0.0,0.0
2025-06-01 07:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,26.9,14.43,0.46,100140.23,107.14,318.0,406.66,390.28,88.67,2.22,141.04,1.0,0.0,0.0
2025-06-01 08:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,27.18,13.44,0.43,100065.23,200.23,267.0,407.89,390.12,140.89,2.51,151.55,0.98,0.0,0.0
2025-06-01 09:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,26.73,13.33,0.44,99962.65,292.95,187.35,347.94,378.74,160.59,2.93,160.95,1.0,0.0,0.0
2025-06-01 10:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,24.74,12.77,0.47,99953.66,127.66,139.5,186.98,386.19,47.48,1.62,160.83,1.0,0.0,0.0
2025-06-01 11:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,24.11,12.52,0.48,99962.26,14.19,64.36,67.01,378.39,2.65,1.7,130.94,0.99,0.0,0.0
2025-06-01 12:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,23.73,11.75,0.47,100012.28,0.0,7.3,7.38,373.27,0.08,2.04,132.51,0.99,0.0,0.0
