datetime,coordinates,model,model elevation,utc_offset,temperature,dewpoint_temperature,relative_humidity,surface_pressure,direct_normal_solar_radiation,surface_diffuse_solar_radiation,surface_solar_radiation,surface_thermal_radiation,surface_direct_solar_radiation,wind_speed,wind_direction,total_cloud_cover,total_precipitation,snowfall
2023-10-01 00:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,13.08,6.95,0.66,101279.5,488.95,65.75,186.11,274.26,120.37,1.77,334.15,0.0,0.0,0.0
2023-10-01 01:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,15.37,6.92,0.57,101274.25,666.43,93.37,373.99,280.77,280.62,1.43,354.07,0.0,0.0,0.0
2023-10-01 02:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,22.19,5.2,0.33,101280.29,762.03,110.3,540.82,289.33,430.52,1.15,356.5,0.0,0.0,0.0
2023-10-01 03:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,22.72,4.65,0.31,101257.44,812.91,120.57,663.61,297.32,543.04,0.64,338.01,0.0,0.0,0.0
2023-10-01 04:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,22.95,3.84,0.29,101193.67,837.13,124.26,729.69,303.57,605.43,0.28,259.82,0.0,0.0,0.0
2023-10-01 05:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,25.68,2.72,0.23,101090.22,838.07,123.9,732.97,307.06,609.07,0.92,193.96,0.08,0.0,0.0
2023-10-01 06:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,25.57,3.23,0.24,101007.46,813.22,120.3,671.98,309.87,551.68,2.08,194.4,0.13,0.0,0.0
2023-10-01 07:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,25.45,3.81,0.25,100933.31,742.16,117.55,549.06,314.01,431.51,2.84,192.47,0.11,0.0,0.0
2023-10-01 08:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,24.37,4.9,0.28,100936.72,667.74,95.48,390.92,314.32,295.44,2.98,190.71,0.03,0.0,0.0
2023-10-01 09:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,23.95,3.6,0.27,100942.43,503.81,65.87,202.37,316.02,136.49,2.17,189.47,0.19,0.0,0.0
2023-10-01 10:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,17.05,7.28,0.53,100902.03,242.77,24.27,43.33,312.83,19.07,2.76,207.43,0.3,0.0,0.0
2023-10-01 11:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,16.18,7.64,0.57,100986.82,0.0,0.0,0.0,309.52,0.0,2.81,216.55,0.13,0.0,0.0
2023-10-01 12:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,16.3,8.08,0.58,101018.39,0.0,0.0,0.0,310.33,0.0,2.28,223.79,0.54,0.0,0.0
2023-10-01 13:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,16.64,7.71,0.56,101005.91,0.0,0.0,0.0,310.15,0.0,1.48,228.64,0.88,0.0,0.0
2023-10-01 14:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,15.06,8.32,0.64,101002.82,0.0,0.0,0.0,310.88,0.0,0.91,221.19,0.76,0.0,0.0
2023-10-01 15:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,11.26,7.46,0.77,101031.09,0.0,0.0,0.0,307.37,0.0,0.45,220.78,0.6,0.0,0.0
2023-10-01 16:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,10.95,7.39,0.79,101006.5,0.0,0.0,0.0,302.99,0.0,0.3,204.89,0.57,0.0,0.0
2023-10-01 17:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,10.37,7.34,0.82,101014.66,0.0,0.0,0.0,300.02,0.0,0.45,253.15,0.07,0.0,0.0
2023-10-01 18:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,10.27,7.33,0.82,101071.9,0.0,0.0,0.0,297.55,0.0,0.96,278.91,0.41,0.0,0.0
2023-10-01 19:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,10.55,7.82,0.83,101084.23,0.0,0.0,0.0,293.93,0.0,0.77,311.89,0.37,0.0,0.0
2023-10-01 20:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,9.35,7.52,0.88,101045.28,0.0,0.0,0.0,293.17,0.0,0.66,20.68,0.55,0.0,0.0
2023-10-01 21:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,9.4,7.4,0.87,101079.6,0.0,0.0,0.0,291.34,0.0,0.64,32.66,0.64,0.0,0.0
2023-10-01 22:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,12.07,8.25,0.77,101123.52,0.0,0.0,0.0,293.25,0.0,0.43,341.83,0.56,0.0,0.0
2023-10-01 23:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,12.07,8.6,0.79,101188.83,0.0,18.99,25.92,297.03,6.93,0.71,330.57,0.3,0.0,0.0
2023-10-02 00:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,12.84,8.4,0.74,101193.28,277.96,87.23,154.7,300.38,67.47,0.33,342.5,0.23,0.0,0.0
2023-10-02 01:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,15.13,9.35,0.68,101247.02,630.84,95.72,359.06,301.85,263.34,0.43,150.51,0.62,0.0,0.0
2023-10-02 02:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,20.9,8.76,0.46,101214.4,745.96,105.19,523.73,307.76,418.54,1.21,174.52,0.99,0.0,0.0
2023-10-02 03:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,21.27,8.63,0.44,101139.94,768.86,124.86,635.27,313.67,510.41,1.67,184.33,0.99,0.0,0.0
2023-10-02 04:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,21.87,8.59,0.43,101088.82,739.48,154.32,685.83,325.29,531.5,2.58,196.96,0.95,0.0,0.0
2023-10-02 05:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,24.39,8.31,0.36,101000.15,737.4,156.47,688.88,333.71,532.41,3.55,203.85,0.99,0.0,0.0
2023-10-02 06:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,24.71,7.76,0.34,100902.55,482.51,238.64,563.56,346.21,324.92,3.66,203.33,1.0,0.0,0.0
2023-10-02 07:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,24.22,7.81,0.35,100859.78,22.29,238.59,251.44,365.31,12.84,3.39,200.15,1.0,0.0,0.0
2023-10-02 08:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,22.47,9.25,0.43,100834.87,7.55,138.29,141.59,365.79,3.3,2.39,193.59,1.0,0.0,0.0
2023-10-02 09:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,22.3,9.06,0.43,100836.24,22.78,80.77,86.82,362.28,6.05,2.34,191.99,0.87,0.0,0.0
