datetime,coordinates,model,model elevation,utc_offset,temperature,dewpoint_temperature,relative_humidity,surface_pressure,direct_normal_solar_radiation,surface_diffuse_solar_radiation,surface_solar_radiation,surface_thermal_radiation,surface_direct_solar_radiation,wind_speed,wind_direction,total_cloud_cover,total_precipitation,snowfall
2025-07-01 00:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,24.68,23.86,0.95,99844.5,36.21,87.96,104.94,425.22,16.98,0.96,156.07,1.0,0.8,0.0
2025-07-01 01:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,24.63,24.21,0.98,99818.99,94.75,108.81,169.0,428.42,60.18,1.4,139.51,1.0,0.99,0.0
2025-07-01 02:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,26.19,24.63,0.91,99813.98,50.93,112.98,152.47,432.37,39.49,1.87,155.97,1.0,1.01,0.0
2025-07-01 03:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,26.26,24.67,0.91,99821.08,53.02,118.8,165.45,434.28,46.66,1.98,175.96,1.0,0.6,0.0
2025-07-01 04:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,26.32,24.79,0.91,99797.93,103.43,131.34,228.73,431.53,97.39,2.41,173.81,0.95,0.68,0.0
2025-07-01 05:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,27.94,24.89,0.84,99760.33,45.82,215.79,259.61,439.97,43.82,2.79,167.2,0.49,0.89,0.0
2025-07-01 06:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,27.87,24.72,0.83,99708.21,95.34,190.69,278.7,440.59,88.0,3.23,164.73,0.22,0.66,0.0
2025-07-01 07:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,27.85,24.68,0.83,99665.58,514.34,209.71,643.77,427.7,434.06,3.44,166.0,0.25,0.04,0.0
2025-07-01 08:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,28.94,24.8,0.78,99624.83,430.52,169.02,480.93,428.08,311.9,3.34,174.94,0.44,0.09,0.0
2025-07-01 09:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,29.17,24.86,0.78,99643.42,385.92,138.46,359.52,432.88,221.06,2.78,179.73,0.32,0.02,0.0
2025-07-01 10:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,29.94,23.62,0.69,99721.9,324.65,105.4,235.01,429.63,129.61,1.55,185.05,0.26,0.01,0.0
2025-07-01 11:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,30.09,23.06,0.66,99749.24,181.06,54.79,93.82,426.8,39.04,1.47,169.11,0.05,0.0,0.0
2025-07-01 12:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,29.62,23.81,0.71,99788.36,0.0,11.83,14.12,415.83,2.29,1.82,164.86,0.19,0.0,0.0
2025-07-01 13:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,29.19,24.0,0.74,99863.02,0.0,0.0,0.0,412.7,0.0,1.31,154.52,0.91,0.0,0.0
2025-07-01 14:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,27.6,24.06,0.81,99885.88,0.0,0.0,0.0,408.03,0.0,1.2,135.54,0.98,0.0,0.0
2025-07-01 15:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,25.98,23.65,0.87,99923.69,0.0,0.0,0.0,407.73,0.0,1.14,130.68,0.94,0.0,0.0
2025-07-01 16:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,25.51,23.75,0.9,99928.11,0.0,0.0,0.0,406.25,0.0,0.96,130.77,0.98,0.0,0.0
2025-07-01 17:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,24.7,23.5,0.93,99923.97,0.0,0.0,0.0,400.55,0.0,0.7,113.98,0.98,0.0,0.0
2025-07-01 18:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,24.7,23.61,0.94,99983.22,0.0,0.0,0.0,403.13,0.0,0.52,100.64,0.99,0.0,0.0
2025-07-01 19:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,24.81,23.66,0.93,99961.56,0.0,0.0,0.0,410.5,0.0,0.87,56.85,0.98,0.0,0.0
2025-07-01 20:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,23.85,23.26,0.97,99964.14,0.0,0.0,0.0,406.02,0.0,1.11,44.55,0.99,0.0,0.0
2025-07-01 21:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,23.56,23.11,0.97,99985.82,0.0,0.2,0.16,400.52,0.0,1.07,56.73,0.99,0.0,0.0
2025-07-01 22:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,26.92,24.54,0.87,100024.46,7.01,28.4,29.13,404.33,0.72,1.37,57.58,1.0,0.0,0.0
2025-07-01 23:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,26.98,24.46,0.86,100049.33,22.77,77.66,84.18,410.03,6.52,1.46,61.68,1.0,0.0,0.0
2025-07-02 00:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,27.2,24.46,0.85,100106.04,26.56,152.22,164.64,417.86,12.42,1.58,85.08,0.98,0.0,0.0
2025-07-02 01:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,27.6,24.33,0.82,100070.42,122.5,216.89,294.58,430.73,77.69,1.95,98.89,0.9,0.01,0.0
2025-07-02 02:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,30.96,24.53,0.69,100045.44,102.88,257.99,337.67,442.36,79.68,2.18,107.83,0.74,0.08,0.0
2025-07-02 03:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,31.0,24.21,0.67,100008.97,95.87,304.21,388.51,455.11,84.29,2.33,113.36,0.86,0.1,0.0
2025-07-02 04:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,31.07,24.18,0.67,99919.8,181.57,304.9,475.78,448.43,170.88,2.59,118.79,0.78,0.06,0.0
2025-07-02 05:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,32.26,23.69,0.61,99854.74,277.42,310.78,575.99,452.28,265.21,2.44,129.29,0.76,0.03,0.0
2025-07-02 06:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,32.42,23.44,0.59,99781.26,226.74,317.56,526.8,453.96,209.24,2.33,127.93,0.88,0.01,0.0
2025-07-02 07:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,33.04,23.16,0.56,99770.93,290.9,260.57,506.04,445.93,245.47,2.49,140.95,0.99,0.02,0.0
2025-07-02 08:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,31.04,22.87,0.62,99783.47,79.28,217.73,275.16,450.2,57.43,2.75,144.09,0.98,0.6,0.0
2025-07-02 09:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,31.36,22.68,0.6,99707.77,33.27,131.29,150.34,440.33,19.06,2.55,147.63,1.0,1.31,0.0
2025-07-02 10:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,27.32,24.38,0.84,99736.03,41.63,101.67,118.29,431.06,16.62,2.04,124.44,1.0,0.19,0.0
2025-07-02 11:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,27.64,24.55,0.83,99785.34,54.2,56.74,68.41,434.46,11.67,1.78,112.48,1.0,0.02,0.0
2025-07-02 12:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,27.66,24.84,0.85,99778.87,0.0,9.65,10.0,432.98,0.35,1.36,86.52,0.98,0.0,0.0
2025-07-02 13:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,27.42,24.32,0.83,99822.42,0.0,0.0,0.0,431.51,0.0,1.34,93.26,1.0,0.59,0.0
2025-07-02 14:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,26.86,24.57,0.87,99788.17,0.0,0.0,0.0,432.35,0.0,1.31,95.82,0.99,0.8,0.0
2025-07-02 15:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,26.06,24.57,0.92,99767.79,0.0,0.0,0.0,434.85,0.0,1.51,102.82,0.99,0.22,0.0
2025-07-02 16:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,26.14,24.71,0.92,99743.57,0.0,0.0,0.0,441.42,0.0,1.31,112.17,1.0,0.67,0.0
2025-07-02 17:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,25.65,24.53,0.93,99654.51,0.0,0.0,0.0,443.51,0.0,0.89,92.31,1.0,0.94,0.0
2025-07-02 18:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,25.74,24.54,0.93,99586.03,0.0,0.0,0.0,443.91,0.0,0.96,100.83,1.0,0.19,0.0
2025-07-02 19:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,25.76,24.5,0.93,99561.16,0.0,0.0,0.0,441.49,0.0,1.6,102.58,1.0,1.24,0.0
2025-07-02 20:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,25.42,24.55,0.95,99524.39,0.0,0.0,0.0,443.52,0.0,2.41,116.71,1.0,1.51,0.0
2025-07-02 21:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,25.52,24.7,0.95,99454.43,0.0,0.1,0.06,443.29,0.0,2.79,137.05,1.0,0.83,0.0
2025-07-02 22:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,25.83,24.92,0.95,99594.91,0.0,4.73,4.71,442.99,0.0,0.51,121.85,0.93,1.23,0.0
2025-07-02 23:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,25.46,25.01,0.97,99645.67,0.0,12.11,12.07,443.06,0.0,1.18,96.34,0.93,2.32,0.0
2025-07-03 00:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,25.24,25.06,0.99,99653.87,8.96,39.7,43.88,440.31,4.18,1.14,117.35,0.94,2.56,0.0
2025-07-03 01:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,25.23,24.87,0.98,99604.97,50.74,60.29,92.42,438.36,32.13,1.34,145.89,1.0,1.25,0.0
2025-07-03 02:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,27.21,24.89,0.87,99603.42,102.71,140.29,219.76,440.39,79.46,1.27,159.41,0.99,0.17,0.0
2025-07-03 03:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,27.3,24.64,0.85,99611.56,75.93,202.19,268.9,447.2,66.7,1.43,171.22,1.0,0.05,0.0
2025-07-03 04:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,27.59,24.66,0.84,99569.74,78.82,230.48,304.61,454.16,74.13,0.69,175.47,1.0,0.03,0.0
2025-07-03 05:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,28.56,24.81,0.8,99525.62,141.68,335.14,470.53,455.51,135.39,0.73,193.87,1.0,0.01,0.0
2025-07-03 06:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,28.78,24.74,0.79,99525.19,153.82,274.8,416.71,460.9,141.91,0.8,199.58,1.0,0.0,0.0
2025-07-03 07:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,28.72,24.81,0.79,99448.62,0.02,36.71,36.73,439.8,0.02,0.49,124.47,1.0,4.25,0.0
2025-07-03 08:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,29.09,24.88,0.78,99435.75,3.14,106.98,109.26,437.19,2.27,0.51,143.88,1.0,2.79,0.0
2025-07-03 09:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,29.51,24.81,0.76,99406.22,55.11,138.86,170.41,434.24,31.56,0.73,75.08,1.0,0.47,0.0
2025-07-03 10:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,27.18,25.09,0.88,99402.77,104.16,114.86,156.42,429.91,41.55,0.43,79.44,1.0,0.01,0.0
