datetime,coordinates,model,model elevation,utc_offset,temperature,dewpoint_temperature,relative_humidity,surface_pressure,direct_normal_solar_radiation,surface_diffuse_solar_radiation,surface_solar_radiation,surface_thermal_radiation,surface_direct_solar_radiation,wind_speed,wind_direction,total_cloud_cover,total_precipitation,snowfall
2023-09-01 00:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,20.28,18.92,0.92,100858.01,341.55,100.53,216.37,361.04,115.84,0.39,311.16,0.5,0.0,0.0
2023-09-01 01:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,21.2,18.62,0.85,100887.79,427.12,158.64,379.29,372.51,220.65,0.14,238.64,0.15,0.0,0.0
2023-09-01 02:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,26.59,20.06,0.67,100816.69,600.78,170.72,570.37,364.94,399.66,0.22,32.25,0.61,0.0,0.0
2023-09-01 03:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,26.99,19.84,0.65,100817.48,666.5,185.57,702.05,368.36,516.49,0.21,63.8,0.96,0.0,0.0
2023-09-01 04:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,27.22,19.34,0.62,100791.57,568.73,227.26,703.96,377.03,476.7,0.5,156.09,1.0,0.0,0.0
2023-09-01 05:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,30.28,18.14,0.48,100713.35,494.71,292.83,713.68,388.8,420.84,1.26,188.07,1.0,0.0,0.0
2023-09-01 06:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,30.29,17.8,0.47,100661.79,457.19,270.66,641.7,391.3,371.04,1.92,195.1,1.0,0.0,0.0
2023-09-01 07:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,30.15,17.67,0.47,100623.13,402.97,250.12,541.66,391.89,291.53,2.4,200.4,0.93,0.0,0.0
2023-09-01 08:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,29.77,18.09,0.49,100587.79,308.63,230.67,413.5,387.24,182.83,2.57,200.72,0.98,0.0,0.0
2023-09-01 09:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,29.62,18.39,0.51,100542.25,242.11,152.19,255.63,389.96,103.44,2.29,200.6,0.97,0.0,0.0
