datetime,coordinates,model,model elevation,utc_offset,temperature,dewpoint_temperature,relative_humidity,surface_pressure,direct_normal_solar_radiation,surface_diffuse_solar_radiation,surface_solar_radiation,surface_thermal_radiation,surface_direct_solar_radiation,wind_speed,wind_direction,total_cloud_cover,total_precipitation,snowfall
2025-04-01 00:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,9.01,-3.37,0.42,100670.9,462.95,82.45,214.85,245.08,132.39,1.87,308.55,0.17,0.0,0.0
2025-04-01 01:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,11.01,-3.0,0.37,100662.6,636.27,114.79,411.61,251.57,296.82,1.4,316.69,0.3,0.0,0.0
2025-04-01 02:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,18.64,-4.47,0.2,100664.25,736.07,136.41,591.8,260.36,455.39,2.2,309.37,0.18,0.0,0.0
2025-04-01 03:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,19.35,-5.03,0.19,100640.3,740.06,168.25,710.1,268.69,541.85,2.99,305.6,0.01,0.0,0.0
2025-04-01 04:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,19.82,-5.09,0.18,100582.29,830.41,152.73,816.42,272.76,663.7,4.13,299.96,0.5,0.0,0.0
2025-04-01 05:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,20.83,-7.8,0.14,100529.53,612.5,250.18,749.58,297.97,499.39,5.41,303.62,0.59,0.0,0.0
2025-04-01 06:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,20.93,-7.72,0.14,100470.67,340.79,301.71,567.31,314.01,265.6,5.82,311.77,0.85,0.0,0.0
2025-04-01 07:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,19.68,-6.78,0.16,100506.96,209.77,267.8,413.33,319.46,145.53,6.41,327.02,0.9,0.01,0.0
2025-04-01 08:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,17.24,-5.42,0.21,100574.07,121.87,200.01,268.8,319.94,68.79,6.4,334.65,0.67,0.0,0.0
2025-04-01 09:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,17.75,-6.45,0.19,100693.97,267.54,130.42,237.5,298.74,107.08,5.81,335.16,0.21,0.0,0.0
2025-04-01 10:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,14.86,-7.82,0.2,100864.41,207.1,67.91,111.88,287.02,43.97,4.68,338.16,0.18,0.0,0.0
2025-04-01 11:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,14.23,-8.61,0.2,101020.92,0.0,11.38,14.44,260.83,3.06,4.62,344.55,0.31,0.0,0.0
2025-04-01 12:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,13.96,-9.11,0.19,101175.6,0.0,0.0,0.0,254.69,0.0,4.5,344.18,0.17,0.0,0.0
2025-04-01 13:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,13.77,-9.65,0.19,101287.85,0.0,0.0,0.0,249.18,0.0,4.05,339.56,0.08,0.0,0.0
2025-04-01 14:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,12.38,-8.88,0.22,101399.82,0.0,0.0,0.0,245.71,0.0,3.59,337.89,0.0,0.0,0.0
2025-04-01 15:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,9.27,-7.78,0.29,101481.12,0.0,0.0,0.0,243.45,0.0,3.21,336.32,0.0,0.0,0.0
2025-04-01 16:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,8.99,-7.82,0.3,101544.56,0.0,0.0,0.0,241.48,0.0,3.08,333.57,0.0,0.0,0.0
2025-04-01 17:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,7.91,-7.71,0.32,101587.23,0.0,0.0,0.0,239.82,0.0,2.87,329.71,0.0,0.0,0.0
2025-04-01 18:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,7.88,-7.65,0.32,101632.99,0.0,0.0,0.0,238.45,0.0,2.83,324.14,0.0,0.0,0.0
2025-04-01 19:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,7.84,-7.75,0.32,101636.65,0.0,0.0,0.0,236.67,0.0,2.7,320.74,0.0,0.0,0.0
2025-04-01 20:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,5.76,-7.62,0.38,101682.75,0.0,0.0,0.0,235.89,0.0,2.57,320.61,0.0,0.0,0.0
2025-04-01 21:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,5.62,-7.72,0.38,101677.19,0.0,0.0,0.0,234.63,0.0,2.48,321.32,0.0,0.0,0.0
2025-04-01 22:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,7.16,-7.88,0.33,101697.27,0.0,0.0,0.0,233.05,0.0,2.46,323.41,0.0,0.0,0.0
2025-04-01 23:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,8.19,-6.75,0.34,101785.65,219.58,30.97,51.76,232.42,20.79,3.04,325.27,0.0,0.0,0.0
2025-04-02 00:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,9.65,-5.04,0.35,101804.31,469.55,85.1,221.78,234.81,136.68,2.48,329.61,0.0,0.0,0.0
2025-04-02 01:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,10.81,-4.92,0.33,101840.73,645.68,116.99,421.36,240.43,304.37,2.96,336.18,0.0,0.0,0.0
2025-04-02 02:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,15.49,-7.36,0.2,101849.26,745.68,138.35,603.15,246.86,464.8,3.72,343.73,0.0,0.0,0.0
2025-04-02 03:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,15.7,-6.93,0.2,101851.54,801.21,152.46,742.57,252.19,590.12,3.02,347.92,0.0,0.0,0.0
2025-04-02 04:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,15.86,-6.76,0.2,101742.72,827.65,160.28,825.15,257.34,664.87,2.06,337.48,0.0,0.0,0.0
2025-04-02 05:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,17.94,-8.73,0.15,101676.9,832.04,162.0,843.56,261.44,681.56,1.44,321.87,0.0,0.0,0.0
2025-04-02 06:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,17.98,-8.9,0.15,101529.62,816.04,157.84,796.75,264.51,638.91,1.02,303.05,0.0,0.0,0.0
