datetime,coordinates,model,model elevation,utc_offset,temperature,dewpoint_temperature,relative_humidity,surface_pressure,direct_normal_solar_radiation,surface_diffuse_solar_radiation,surface_solar_radiation,surface_thermal_radiation,surface_direct_solar_radiation,wind_speed,wind_direction,total_cloud_cover,total_precipitation,snowfall
2024-11-01 00:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,9.07,8.75,0.98,101869.82,168.74,41.54,63.37,305.93,21.84,1.54,320.81,0.69,0.0,0.0
2024-11-01 01:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,9.37,8.91,0.97,101906.55,269.61,103.2,183.08,318.99,79.88,1.11,320.74,0.67,0.0,0.0
2024-11-01 02:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,15.19,11.45,0.78,101849.42,368.57,153.98,313.2,314.54,159.22,1.22,333.07,0.85,0.0,0.0
2024-11-01 03:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,15.86,11.61,0.76,101824.64,487.52,169.27,426.32,323.69,257.05,0.92,355.48,0.89,0.0,0.0
2024-11-01 04:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,16.41,11.12,0.71,101761.53,690.33,130.91,528.27,306.13,397.36,0.3,324.51,0.98,0.0,0.0
2024-11-01 05:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,20.24,11.19,0.56,101642.53,656.83,142.5,519.34,314.12,376.84,0.31,238.92,0.99,0.0,0.0
2024-11-01 06:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,20.38,11.17,0.55,101562.3,568.19,151.16,447.61,316.92,296.45,0.51,194.15,1.0,0.0,0.0
2024-11-01 07:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,20.46,11.24,0.55,101552.24,505.01,125.79,339.5,319.06,213.72,1.41,190.46,1.0,0.0,0.0
2024-11-01 08:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,18.72,11.07,0.61,101593.17,238.22,113.18,181.02,324.66,67.84,1.52,192.39,1.0,0.0,0.0
2024-11-01 09:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,17.25,12.05,0.71,101595.35,80.22,43.71,53.02,324.84,9.3,2.08,194.86,1.0,0.0,0.0
2024-11-01 10:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,14.08,11.15,0.83,101610.12,0.0,0.54,0.5,323.6,0.0,2.14,205.4,1.0,0.0,0.0
2024-11-01 11:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,14.21,11.13,0.82,101626.74,0.0,0.0,0.0,319.5,0.0,1.7,228.91,0.99,0.0,0.0
2024-11-01 12:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,13.73,10.83,0.83,101664.2,0.0,0.0,0.0,313.82,0.0,0.96,231.88,0.89,0.0,0.0
2024-11-01 13:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,13.39,10.48,0.83,101655.02,0.0,0.0,0.0,308.58,0.0,0.24,115.16,0.41,0.0,0.0
2024-11-01 14:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,12.08,9.82,0.86,101639.8,0.0,0.0,0.0,298.71,0.0,0.52,105.2,0.01,0.0,0.0
