datetime,coordinates,model,model elevation,utc_offset,temperature,dewpoint_temperature,relative_humidity,surface_pressure,direct_normal_solar_radiation,surface_diffuse_solar_radiation,surface_solar_radiation,surface_thermal_radiation,surface_direct_solar_radiation,wind_speed,wind_direction,total_cloud_cover,total_precipitation,snowfall
2023-11-01 00:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,11.24,10.22,0.93,100725.67,255.24,42.97,76.73,288.62,33.77,1.47,331.38,0.24,0.0,0.0
2023-11-01 01:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,12.47,10.28,0.86,100770.27,514.89,78.92,233.06,292.26,154.14,1.08,339.98,0.09,0.0,0.0
2023-11-01 02:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,19.05,11.88,0.63,100716.09,651.62,98.64,382.24,299.41,283.6,0.72,16.34,0.05,0.0,0.0
2023-11-01 03:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,19.24,11.53,0.61,100718.05,719.62,111.47,493.32,307.47,381.84,0.83,85.8,0.0,0.0,0.0
2023-11-01 04:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,19.55,10.84,0.57,100655.04,743.0,118.39,548.62,314.81,430.22,1.4,119.91,0.0,0.0,0.0
2023-11-01 05:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,23.42,11.39,0.47,100598.49,741.5,118.06,546.04,319.39,427.98,2.21,139.19,0.0,0.0,0.0
2023-11-01 06:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,23.52,11.57,0.47,100546.81,708.55,111.51,483.61,322.59,372.1,2.77,153.71,0.0,0.0,0.0
2023-11-01 07:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,23.47,11.82,0.48,100518.81,630.75,99.19,368.21,322.57,269.02,3.0,163.36,0.0,0.0,0.0
2023-11-01 08:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,21.1,11.44,0.54,100505.49,488.72,77.27,218.01,322.56,140.74,2.45,168.39,0.0,0.0,0.0
2023-11-01 09:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,20.0,13.0,0.64,100512.64,261.67,36.79,67.92,320.19,31.13,2.39,169.48,0.0,0.0,0.0
2023-11-01 10:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,15.57,12.55,0.82,100552.42,0.0,0.7,0.72,316.17,0.02,2.32,165.21,0.0,0.0,0.0
2023-11-01 11:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,16.23,13.17,0.82,100600.83,0.0,0.0,0.0,314.66,0.0,2.46,148.01,0.01,0.0,0.0
2023-11-01 12:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,16.32,13.68,0.84,100674.35,0.0,0.0,0.0,319.39,0.0,3.02,137.27,0.12,0.0,0.0
2023-11-01 13:00:00,"(39.906217, 116.391276)",era5,56.18,8.0,16.31,14.12,0.87,100679.44,0.0,0.0,0.0,329.68,0.0,2.74,129.42,0.32,0.0,0.0
